year,FIPS,WaterSupply.Surface.Fresh,WaterSupply.Surface.Saline,WaterSupply.Surface.Total,WaterSupply.Ground.Fresh,WaterSupply.Ground.Saline,WaterSupply.Ground.Total,WaterSupply.Total.Abstraction,WaterSupply.Total.TotalUse,WaterSupply.OtherUnits,Household.Surface.Fresh,Household.Surface.Saline,Household.Ground.Fresh,Household.Ground.Saline,Household.Total.Abstraction,Household.OtherUnts,Household.TotalUse,Irrigation.Crop.Total.Abstraction,Irrigation.Crop.TotalUse,Irrigation.Golf.Total.Abstraction,Irrigation.Golf.TotalUse,Animal.Total.Abstraction,Animal.TotalUse,Aquaculture.Total.Abstraction,Aquaculture.TotalUse,Manufacturing.Total.Abstraction,Manufacturing.TotalUse,Mining.Total.Abstraction,Mining.TotalUse,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP
2010,37069,1.25,0,1.25,0.11,0,0.11,1.36,1.36,0,0,0,2.84,0,2.84,1.4100000000000001,4.25,4.14,4.14,0.61,0.61,0.32,0.32,0,0,0,0,0.08,0.08,64902,28012,24749,9093,1731,26273,7114,10417,14574,10049,2018,23658,1171,366,7171,552,1276,1589,7142,47374
2010,37071,23.69,0,23.69,1.84,0,1.84,25.53,25.53,0,0,0,3.27,0,3.27,11.16,14.43,0.18,0.18,1.51,1.51,0.17,0.17,0,0,0.85,0.85,0.07,0.07,216585,91779,81494,33324,7125,26069,22783,33757,49469,33579,7750,58421,2369,4326,10214,2219,4585,2906,23152,185502
2010,37073,0,0,0,0.95,0,0.95,0.95,0.95,0,0,0,0.13,0,0.13,0.72,0.85,1.21,1.21,0,0,0.2,0.2,0,0,0,0,0,0,11563,5336,4477,1270,381,25334,1145,2213,2398,2514,301,4275,14,0,1735,70,203,52,974,7631
2010,37075,0.66,0,0.66,0.04,0,0.04,0.7000000000000001,0.7000000000000001,0,0,0,0.31,0,0.31,0.31,0.62,0.11,0.11,0,0,0.02,0.02,0,0,0,0,0,0,8557,6017,3288,1524,236,19323,1151,1990,1755,1724,98,1129,47,72,1605,15,239,119,1448,6790
2010,37077,3.5,0,3.5,0.04,0,0.04,3.54,3.54,0,0,0,2.12,0,2.12,2.0700000000000003,4.19,2.28,2.28,0.26,0.26,0.2,0.2,0,0,0,0,0,0,58874,24069,21030,7781,1695,26228,6522,9519,12272,8981,2377,24620,838,382,5033,251,1053,3706,5115,51441
2010,37079,0,0,0,1.83,0,1.83,1.83,1.83,0,0,0,0.31,0,0.31,1.19,1.5,3.4899999999999998,3.4899999999999998,0.16,0.16,1.79,1.79,0,0,0,0,0.01,0.01,21008,8316,7259,4781,871,18339,3870,3195,4388,4377,893,11145,988,96,3191,252,537,2408,3098,14564
2010,37081,45.48,0,45.48,0.97,0,0.97,46.449999999999996,46.449999999999996,0,0,0,7.43,0,7.43,26.759999999999998,34.19,4.16,4.16,4.3,4.3,0.31,0.31,0,0,0.09,0.09,0.45,0.45,523582,226743,202731,80771,16011,29708,37932,75740,117830,57584,21939,257199,13820,31582,6991,4643,13047,18602,52319,553980
2010,37083,9.78,0,9.78,0.21,0,0.21,9.99,9.99,0,0,0,0.28,0,0.28,3.55,3.83,1.8499999999999999,1.8499999999999999,0.48,0.48,0.41000000000000003,0.41000000000000003,0,0,17.54,17.54,0.08,0.08,51737,25919,21116,12684,1851,21016,8203,10103,11175,9699,2598,31800,236,801,5686,329,2442,1430,5735,45372
2010,37085,19.08,0,19.08,0.03,0,0.03,19.11,19.11,0,0,0,1.29,0,1.29,6.739999999999999,8.03,3.19,3.19,1.03,1.03,1,1,0,0,0,0,0.8899999999999999,0.8899999999999999,130361,51230,45086,21495,4338,23011,11435,15414,34765,16689,4762,49831,2210,629,11099,1054,2431,3241,14086,98822
2010,37087,5.54,0,5.54,0.06,0,0.06,5.6,5.6,0,0,0,1.25,0,1.25,2.8899999999999997,4.14,0.76,0.76,0.78,0.78,0.24000000000000002,0.24000000000000002,0,0,30.25,30.25,0.07,0.07,60433,35398,26336,8304,1319,29453,5383,14548,11069,10530,2001,4300,430,593,6397,428,1176,504,6453,47678
2010,37089,11.73,0,11.73,0.29,0,0.29,12.02,12.02,0,0,0,2.72,0,2.72,4.75,7.470000000000001,3.24,3.24,1.2,1.2,0.13,0.13,0,0,0,0,0.16,0.16,113625,56939,48281,11926,1535,29860,8546,28504,22002,16810,3027,19068,2908,1948,8753,1096,2267,1415,12919,101345
2010,37091,0,0,0,2.26,0,2.26,2.26,2.26,0,0,0,0.38,0,0.38,1.3399999999999999,1.7199999999999998,4.22,4.22,0.32,0.32,0.4,0.4,0,0,2.5,2.5,0.06,0.06,24153,10632,8899,5125,1145,18918,3477,4532,4632,4878,1091,16075,232,253,2780,206,878,2206,2789,24421
2010,37093,0,0,0,3.49,0,3.49,3.49,3.49,0,0,0,0.64,0,0.64,2.6399999999999997,3.28,0.78,0.78,0.4,0.4,0.48,0.48,0,0,0,0,0.03,0.03,53239,20709,17722,10823,1888,20656,4769,4819,14850,8401,2084,31774,1448,143,4120,398,936,1509,6307,37261
2010,37095,0,0,0,0.94,0,0.94,0.94,0.94,0,0,0,0.01,0,0.01,0.39999999999999997,0.41,0.65,0.65,0,0,0.25,0.25,0,0,0,0,0,0,5393,3249,1769,1062,231,18433,709,887,1165,673,189,2215,122,18,546,75,20,655,753,5216
2010,37097,7.61,0,7.61,3.34,0,3.34,10.95,10.95,0,0,0,3.52,0,3.52,7.640000000000001,11.16,3.48,3.48,1.44,1.44,1.0899999999999999,1.0899999999999999,0,0,0.14,0.14,0.16,0.16,172525,72834,65246,20230,5349,32006,13015,26249,40440,22506,6022,40981,2835,3213,9889,1658,2199,1286,16451,161046
2010,37099,1.25,0,1.25,0.64,0,0.64,1.8900000000000001,1.8900000000000001,0,0,0,1.27,0,1.27,1.5499999999999998,2.82,0.8200000000000001,0.8200000000000001,1.2,1.2,0.02,0.02,0,0,0.08,0.08,0.11,0.11,42256,27073,16642,7439,926,24073,3141,7976,7163,5915,1278,8054,576,1059,4810,371,880,3720,5466,39713
2010,37101,10.36,0,10.36,1.26,0,1.26,11.62,11.62,0,0,0,3.5,0,3.5,8.33,11.83,6.529999999999999,6.529999999999999,1.03,1.03,1.24,1.24,0,0,0,0,0.42,0.42,191172,73685,67154,25213,5185,25847,17373,24306,49706,27001,6999,60690,4728,1563,12796,1313,2777,1720,23136,149486
2010,37103,0,0,0,0.82,0,0.82,0.82,0.82,0,0,0,0.04,0,0.04,0.6799999999999999,0.72,1.59,1.59,0.16,0.16,0.9199999999999999,0.9199999999999999,0,0,0,0,0,0,9695,4958,4137,2526,381,21539,1337,2053,1843,2405,300,3654,103,52,1628,107,299,123,1495,7785
2010,37105,6.45,0,6.45,0.1,0,0.1,6.55,6.55,0,0,0,0.77,0,0.77,3.2899999999999996,4.06,1.68,1.68,0.87,0.87,0.19,0.19,0,0,1,1,0.19,0.19,60125,24463,21744,9538,2268,23842,6663,9498,14870,9052,2115,25224,2709,859,3531,562,1245,943,8307,61076
2010,37107,8.73,0,8.73,4.11,0,4.11,12.84,12.84,0,0,0,0.21,0,0.21,3.96,4.17,3.46,3.46,0.32,0.32,1.65,1.65,0,0,0.83,0.83,0.09999999999999999,0.09999999999999999,57227,27550,23121,12844,3274,22361,7800,10956,12917,13367,2728,28933,1179,990,6497,576,2705,1359,7434,56733
2010,37109,6.7,0,6.7,0.07,0,0.07,6.7700000000000005,6.7700000000000005,0,0,0,3.06,0,3.06,2.4200000000000004,5.48,0.7,0.7,0.7,0.7,0.24,0.24,0,0,0,0,0.19999999999999998,0.19999999999999998,81441,35227,32022,11593,2584,29089,8357,13761,17562,12140,2634,12168,775,526,7410,634,980,739,7929,64728
2010,37111,1.51,0,1.51,0.61,0,0.61,2.12,2.12,0,0,0,2.24,0,2.24,0.9099999999999997,3.15,4.3,4.3,0.31,0.31,0.09,0.09,0,0,1.3199999999999998,1.3199999999999998,0.12,0.12,45109,21297,17961,7543,1143,22725,5283,8795,9276,9348,1608,5647,502,248,6643,488,1041,1131,5045,40141
2010,37113,1.72,0,1.72,0.31,0,0.31,2.03,2.03,0,0,0,1.53,0,1.53,0.8400000000000001,2.37,0.36,0.36,0.71,0.71,0.05,0.05,0,0,0,0,0.03,0.03,34410,25557,15699,5679,650,28429,2938,9653,6388,5999,900,3684,554,235,3507,328,846,360,4860,30816
2010,37115,0.2,0,0.2,0.46,0,0.46,0.66,0.66,0,0,0,1.02,0,1.02,0.43999999999999995,1.46,1.19,1.19,0.12000000000000001,0.12000000000000001,0.13,0.13,0,0,0,0,0.05,0.05,21405,10892,8452,3586,559,25326,2229,4486,3882,3566,552,1265,98,47,2796,155,398,1125,2149,14417
2010,37117,0,0,0,1.54,0,1.54,1.54,1.54,0,0,0,0.46,0,0.46,1.26,1.72,2.09,2.09,0.24,0.24,0.11,0.11,0,0,58.550000000000004,58.550000000000004,0,0,23054,11608,9471,4172,1134,23269,2767,5030,4775,4436,997,11051,114,84,2532,73,703,145,2389,21111
2010,37119,121.35,0,121.35,1.1,0,1.1,122.44999999999999,122.44999999999999,0,0,0,7.86,0,7.86,56.510000000000005,64.37,0.58,0.58,5.430000000000001,5.430000000000001,0.05,0.05,0,0,6.6,6.6,0.48,0.48,1054314,435795,403546,131485,34106,37298,69881,112217,254065,87596,39834,555581,46928,94211,6149,9070,23988,15237,124566,1063828
2010,37121,1,0,1,0.27,0,0.27,1.27,1.27,0,0,0,0.74,0,0.74,0.3500000000000001,1.09,0.9700000000000001,0.9700000000000001,0.12,0.12,0.03,0.03,0,0,0,0,0.49,0.49,15040,8812,6361,2052,280,23907,1721,3609,2768,3041,348,1143,126,119,1552,50,368,343,1887,13585
2010,37123,2.4,0,2.4,0.01,0,0.01,2.4099999999999997,2.4099999999999997,0,0,0,0.06,0,0.06,1.88,1.94,1.74,1.74,0.52,0.52,0.54,0.54,0,0,0,0,0.56,0.56,27338,16235,10411,5178,527,22760,3933,5257,6225,3906,929,10042,1037,75,3737,452,620,1167,3552,25452
2010,37125,3.69,0,3.69,4.3,0,4.3,7.99,7.99,0,0,0,2.12,0,2.12,4.06,6.18,2.51,2.51,6.85,6.85,0.92,0.92,0,0,0,0,0.09,0.09,95629,46638,38965,11863,2244,33432,6633,22698,20362,14487,2382,21808,1230,1639,6965,627,1712,1413,8670,92042
2010,37127,10.54,0,10.54,0.37,0,0.37,10.909999999999998,10.909999999999998,0,0,0,2.73,0,2.73,3.98,6.71,5.06,5.06,0.96,0.96,0.7699999999999999,0.7699999999999999,0,0,0,0,0.16,0.16,94003,42876,36720,14269,2892,26980,9439,16294,21019,15142,4022,46647,1206,1110,8242,1005,2907,2077,9402,91606
2010,37129,0,0,0,4.76,0,4.76,4.76,4.76,0,0,0,2.09,0,2.09,12.1,14.19,0.91,0.91,1.7,1.7,0,0,0,0,5.6,5.6,0.29000000000000004,0.29000000000000004,224231,109244,93636,37602,7148,32629,10768,37427,42393,28069,7586,51376,2684,16258,4472,1268,5986,7164,22625,229706
2010,37131,0,0,0,2.53,0,2.53,2.53,2.53,0,0,0,0.25,0,0.25,1.3,1.55,1.75,1.75,0.16,0.16,0.78,0.78,0,0,0,0,0.12,0.12,20186,11670,8628,4216,541,20538,3088,4901,3627,4045,955,12381,113,67,2621,65,938,835,2887,17802
2010,37133,0,0,0,18,0,18,18,18,0,0,0,0.51,0,0.51,11.94,12.45,7.07,7.07,1.03,1.03,1.31,1.31,0,0,0,0,0.34,0.34,193912,78501,64065,23880,6709,23783,9045,16797,47355,27298,6697,65094,1229,5532,11375,1121,3039,20066,13398,164336
2010,37135,8.98,0,8.98,0.35,0,0.35,9.33,9.33,0,0,0,2.3,0,2.3,7.06,9.36,1.06,1.06,0.6900000000000001,0.6900000000000001,0.24,0.24,0,0,0,0,0.060000000000000005,0.060000000000000005,142938,57502,52529,17633,3353,40650,6478,18364,28526,12546,3703,43814,4075,8683,4799,1100,2644,11304,10248,134912
2010,37137,0,0,0,1.22,0,1.22,1.22,1.22,0,0,0,0.05,0,0.05,0.87,0.92,1.02,1.02,0.32,0.32,0.04,0.04,0,0,0,0,0,0,12742,7721,5352,1696,414,27026,1192,3583,1971,2577,245,3284,158,56,1970,140,374,720,1484,11339
2010,37139,0,0,0,3.7,0,3.7,3.7,3.7,0,0,0,0.1,0,0.1,2.75,2.85,0.83,0.83,0.24,0.24,0.01,0.01,0,0,0,0,0,0,39479,17108,14780,5981,1187,23699,3625,6367,8775,5718,1419,17831,314,754,2089,163,1419,2393,5075,40133
2010,37141,0,0,0,1.68,0,1.68,1.68,1.68,0,0,0,1.92,0,1.92,1.73,3.65,6.880000000000001,6.880000000000001,0.79,0.79,1.1900000000000002,1.1900000000000002,0,0,0,0,0.13,0.13,59020,28601,21766,8709,2016,27724,5189,10339,13225,9560,1117,14882,759,702,6773,438,913,1189,6517,44626
2010,37143,0,0,0,1.06,0,1.06,1.06,1.06,0,0,0,0.16,0,0.16,0.7899999999999999,0.95,1.09,1.09,0.16,0.16,0.2,0.2,0,0,0,0,0,0,13459,7136,5919,2055,383,25809,1361,3583,2579,2055,351,3755,128,109,1587,79,402,88,1688,10575
2010,37145,2.69,0,2.69,0.02,0,0.02,2.71,2.71,0,0,0,1.94,0,1.94,0.8199999999999998,2.76,2.06,2.06,0.18,0.18,0.13,0.13,0,0,0,0,0,0,39305,18428,15744,6836,1703,25922,3813,7227,8365,7291,1559,13217,243,157,4173,430,1234,521,3572,30914
2010,37147,13.34,0,13.34,3.38,0,3.38,16.72,16.72,0,0,0,1.07,0,1.07,10.7,11.77,4.93,4.93,1.1,1.1,1.05,1.05,0,0,0.25,0.25,0.19,0.19,177372,78563,69169,40737,8444,25722,11323,21939,38485,22494,7268,80373,2217,11317,9528,1591,5542,6597,19292,161454
2010,37149,0.42,0,0.42,0.39,0,0.39,0.81,0.81,0,0,0,0.74,0,0.74,0.7,1.44,1.02,1.02,0.61,0.61,0.04,0.04,0,0,0,0,0.07,0.07,20458,11674,9047,1906,475,30344,1433,6016,3428,3703,403,2915,130,598,1750,222,543,332,2015,16514
2010,37151,8.64,0,8.64,0.43,0,0.43,9.07,9.07,0,0,0,4.46,0,4.46,5.47,9.93,6.29,6.29,1.39,1.39,1.6,1.6,0,0,0,0,0.060000000000000005,0.060000000000000005,142958,62147,56041,22265,3719,24127,18335,24213,32997,22207,5033,29512,4124,1833,13428,1272,2932,1445,19208,120926
2010,37153,10.7,0,10.7,0,0,0,10.7,10.7,0,0,0,0.2,0,0.2,3.0599999999999996,3.26,1.39,1.39,0.32,0.32,0.95,0.95,0,0,0,0,0.78,0.78,45189,21380,18546,10503,1841,20745,6035,7692,10458,8034,2424,19288,912,256,5574,478,1719,1439,5529,43661
2010,37155,4,0,4,16.23,0,16.23,20.23,20.23,0,0,0,1.89,0,1.89,7.500000000000001,9.39,3.5999999999999996,3.5999999999999996,0.79,0.79,2.22,2.22,0,0,0.4,0.4,0.01,0.01,133442,53065,45969,36504,4240,17881,19647,18955,33903,21746,5941,99430,2684,903,20342,1641,4530,3402,19745,121557
2010,37157,12.44,0,12.44,0.22,0,0.22,12.66,12.66,0,0,0,2.93,0,2.93,3.6299999999999994,6.56,4.3100000000000005,4.3100000000000005,1.5699999999999998,1.5699999999999998,0.2,0.2,0,0,0.01,0.01,0.41,0.41,91270,43977,37201,16201,2568,23604,11394,17708,18821,14170,3448,25089,974,1356,7412,882,2665,1458,9216,76178
2010,37159,12.32,0,12.32,0.43,0,0.43,12.75,12.75,0,0,0,4.91,0,4.91,4.779999999999999,9.69,1.4300000000000002,1.4300000000000002,1.4,1.4,0.44999999999999996,0.44999999999999996,0,0,0.41,0.41,0.42,0.42,139605,61329,52301,22386,5106,25117,14118,23456,31464,21389,5051,38547,2758,2454,10115,1206,3023,4380,16794,125897
2010,37161,7.82,0,7.82,0.32,0,0.32,8.14,8.14,0,0,0,2.03,0,2.03,2.72,4.75,0.43,0.43,0.87,0.87,0.13,0.13,0,0,0,0,0.01,0.01,66532,34275,26345,11731,2410,22493,8245,13755,13977,13157,2104,11019,397,520,7127,431,1669,1238,7345,60409
2010,37163,0,0,0,2.55,0,2.55,2.55,2.55,0,0,0,2.28,0,2.28,2.1600000000000006,4.44,23.91,23.91,0.79,0.79,10.43,10.43,0,0,1.58,1.58,0.22999999999999998,0.22999999999999998,63561,27610,23537,15084,2458,21950,9492,10866,15660,11793,2325,30992,3800,163,10152,843,1809,1006,9732,52925
2010,37165,0,0,0,3.04,0,3.04,3.04,3.04,0,0,0,0.81,0,0.81,1.7199999999999998,2.53,1.8599999999999999,1.8599999999999999,0.48,0.48,0.9400000000000001,0.9400000000000001,0,0,0.59,0.59,0.01,0.01,35262,15295,13113,9030,1727,18242,4771,5960,8110,5957,1958,19886,205,404,3599,577,1504,2595,3844,36132
2010,37167,5.88,0,5.88,0.1,0,0.1,5.9799999999999995,5.9799999999999995,0,0,0,1.59,0,1.59,2.6500000000000004,4.24,0.6900000000000001,0.6900000000000001,0.53,0.53,0.5800000000000001,0.5800000000000001,0,0,0,0,0.05,0.05,61114,27638,23717,8474,1865,24671,6359,11242,13277,8769,2315,11705,566,244,3609,780,1144,2137,6245,52082
2010,37169,0,0,0,0.28,0,0.28,0.28,0.28,0,0,0,1.87,0,1.87,1.4499999999999997,3.32,0.5900000000000001,0.5900000000000001,0.43,0.43,0.19,0.19,0,0,0,0,0.09999999999999999,0.09999999999999999,45905,22186,19302,6166,1400,25091,5529,9098,8920,6978,1603,4022,47,220,5530,291,629,528,5895,31225
2010,37171,3.13,0,3.13,0.87,0,0.87,4,4,0,0,0,3.47,0,3.47,1.69,5.16,2.34,2.34,1,1,0.8,0.8,0,0,0.11,0.11,0.17,0.17,72099,34030,28985,11978,1422,23957,10995,14189,15603,14444,1754,11381,1347,863,8366,672,1965,1005,9132,69830
2010,37173,0.63,0,0.63,0.18,0,0.18,0.81,0.81,0,0,0,0.66,0,0.66,0.31999999999999995,0.98,0.13,0.13,0.12000000000000001,0.12000000000000001,0.01,0.01,0,0,0,0,0,0,14254,8951,5443,2436,420,20984,2141,2731,3196,2613,418,5386,35,46,2451,141,286,281,3031,17326
2010,37175,1.32,0,1.32,0.58,0,0.58,1.9,1.9,0,0,0,1.19,0,1.19,1.13,2.32,4.43,4.43,0.58,0.58,0.06,0.06,0,0,0,0,0.19,0.19,33513,19560,14123,4776,829,27050,2900,9725,5373,5377,796,3249,316,254,2737,265,587,1273,4786,28321
2010,37177,0,0,0,0.39,0,0.39,0.39,0.39,0,0,0,0.02,0,0.02,0.29,0.31,0.03,0.03,0,0,0.08,0.08,0,0,0,0,0,0,4119,2229,1631,863,88,18682,809,876,530,809,108,1922,33,0,676,29,149,702,560,4012
2010,37179,6.04,0,6.04,0.05,0,0.05,6.09,6.09,0,0,0,2.76,0,2.76,11.34,14.1,1.6600000000000001,1.6600000000000001,1.6600000000000001,1.6600000000000001,2.01,2.01,0,0,2,2,0.26,0.26,226694,79644,75165,19921,6213,34379,14675,27269,62740,21112,5828,62132,5613,1301,4666,1851,1923,2224,21183,169933
2010,37181,6.18,0,6.18,0.05,0,0.05,6.2299999999999995,6.2299999999999995,0,0,0,1.92,0,1.92,1.2600000000000002,3.18,1.59,1.59,0.35,0.35,0.03,0.03,0,0,0,0,0.08,0.08,44482,20117,16854,10451,1917,23211,5998,7746,10601,7946,2412,26681,561,338,4808,576,1955,800,4621,42442
2010,37183,51,0,51,6.68,0,6.68,57.68,57.68,0,0,0,9.44,0,9.44,53.63,63.07,4.26,4.26,5.33,5.33,0.1,0.1,0,0,0,0,1.19,1.19,1046558,421426,390498,99877,24819,39102,50481,113852,255854,88102,33903,415361,24803,71712,13644,8429,15586,21921,92204,966658
2010,37185,0,0,0,0.05,0,0.05,0.05,0.05,0,0,0,0.69,0,0.69,0.77,1.46,1.4,1.4,0.08,0.08,0.21000000000000002,0.21000000000000002,0,0,0,0,0,0,20033,11948,7780,3663,724,22461,2813,4736,3691,3845,613,12357,148,142,3798,83,784,978,2506,16336
2010,37187,0,0,0,0.93,0,0.93,0.93,0.93,0,0,0,0.13,0,0.13,0.8,0.93,2.48,2.48,0.08,0.08,0.3,0.3,0,0,0,0,0,0,12156,6458,5073,2808,359,21043,1683,2774,2479,2764,702,6752,12,92,1542,57,613,157,1423,10395
2010,37189,2.82,0,2.82,0.47,0,0.47,3.29,3.29,0,0,0,1.31,0,1.31,2.27,3.58,0.72,0.72,0.51,0.51,0.11,0.11,0,0,0,0,0.02,0.02,54117,33520,20355,13155,2009,24906,3243,8200,7066,5954,917,4392,302,3889,2936,334,1159,5856,4741,56809
2010,37191,4.79,0,4.79,5.26,0,5.26,10.05,10.05,0,0,0,0.97,0,0.97,7.62,8.59,7.83,7.83,0.95,0.95,3.05,3.05,0,0,0.14,0.14,0.16,0.16,124002,54074,48153,25847,4418,24124,13051,19322,29609,19818,5910,57362,4889,1893,13379,1175,4072,3054,15791,110834
2010,37193,7.13,0,7.13,0.06,0,0.06,7.1899999999999995,7.1899999999999995,0,0,0,1.82,0,1.82,3.0299999999999994,4.85,0.43,0.43,0.6200000000000001,0.6200000000000001,2.04,2.04,0,0,2.07,2.07,0.09,0.09,68460,33480,28355,13423,1799,23745,10522,14007,14255,12672,2033,8520,914,643,9235,443,1699,897,7484,61107
2010,37195,9.05,0,9.05,0.8,0,0.8,9.850000000000001,9.850000000000001,0,0,0,1.27,0,1.27,4.42,5.6899999999999995,3.4400000000000004,3.4400000000000004,0.63,0.63,0.18,0.18,0,0,0.03,0.03,0.22,0.22,81336,36005,32128,17141,3044,24273,10880,13809,19013,12604,3967,42950,1504,1014,4873,1015,3065,1549,10276,85489
2010,37197,1.18,0,1.18,0.22,0,0.22,1.4,1.4,0,0,0,1.91,0,1.91,0.78,2.69,0.81,0.81,0.43,0.43,0.71,0.71,0,0,0,0,0.01,0.01,37665,17401,15448,5692,889,23566,5052,7208,8061,6312,1230,5858,978,260,4508,406,788,326,4569,29329
2010,37199,0.57,0,0.57,0.08,0,0.08,0.6499999999999999,0.6499999999999999,0,0,0,0.89,0,0.89,0.36,1.25,0.74,0.74,0.24,0.24,0.07,0.07,0,0,0,0,0.09,0.09,17667,11211,7402,3361,605,23264,2076,4379,3296,3248,454,1307,236,212,2427,116,372,150,2196,11516
2015,37001,15.17,0,15.17,0.18,0,0.18,15.35,15.35,0,0,0,3.49,0,3.49,7.59,11.08,1.92,1.92,1.4,1.4,0.3,0.3,0,0,0.05,0.05,0.07,0.07,160576,69749,64059,26264,4529,26215,15629,26307,36203,22761,6808,56863,5034,5118,8342,1606,3372,4648,18968,151693
2015,37003,0,0,0,0.03,0,0.03,0.03,0.03,0,0,0,0.93,0,0.93,1.6799999999999997,2.61,1.71,1.71,0.33999999999999997,0.33999999999999997,1.05,1.05,0,0,0,0,0,0,37119,16399,13722,5333,1170,24452,4924,7089,7618,6510,912,4874,536,67,5111,393,498,1326,3869,27611
2015,37005,0,0,0,0.31,0,0.31,0.31,0.31,0,0,0,0.54,0,0.54,0.20999999999999996,0.75,1.3900000000000001,1.3900000000000001,0.48,0.48,0.34,0.34,0,0,0,0,0,0,10973,8160,4746,2673,284,21244,1926,2802,1943,2533,342,1425,142,44,1392,58,185,163,1211,10221
2015,37007,8.8,0,8.8,0,0,0,8.8,8.8,0,0,0,0.6,0,0.6,1.2000000000000002,1.8000000000000003,2.63,2.63,0.16999999999999998,0.16999999999999998,0.8600000000000001,0.8600000000000001,0,0,0,0,1.9,1.9,25306,11594,9516,4647,1139,20124,3522,4343,4936,4195,921,14018,324,132,2929,283,978,1838,2873,21664
2015,37009,0.18,0,0.18,0.49,0,0.49,0.6699999999999999,0.6699999999999999,0,0,0,1.56,0,1.56,0.32999999999999985,1.89,2.8200000000000003,2.8200000000000003,0.24,0.24,0.26,0.26,0,0,0,0,0.02,0.02,26786,17649,11805,4748,604,24039,3187,6427,4893,4166,867,1986,218,510,3820,91,729,430,3155,20739
2015,37011,0.01,0,0.01,1.56,0,1.56,1.57,1.57,0,0,0,0.44,0,0.44,0.8,1.24,4.08,4.08,1.02,1.02,0.02,0.02,0,0,1.13,1.13,2.15,2.15,17501,14166,6587,2056,300,20253,2325,3700,2707,2991,327,2203,194,1181,2241,109,258,3334,2256,17520
2015,37013,0,0,0,4.31,0,4.31,4.31,4.31,0,0,0,0.05,0,0.05,3.2800000000000002,3.33,3.43,3.43,0.44999999999999996,0.44999999999999996,0.2,0.2,0,0,0.01,0.01,11.25,11.25,47243,25930,19325,8966,1839,26233,4188,10808,9759,8824,1493,16149,483,597,6963,147,1481,484,4887,44686
2015,37015,0,0,0,1.68,0,1.68,1.68,1.68,0,0,0,0.24,0,0.24,1.17,1.41,2.27,2.27,0.24000000000000002,0.24000000000000002,0.7100000000000001,0.7100000000000001,0,0,2,2,0.12,0.12,19644,9841,7976,4207,990,20430,3095,4125,3508,3902,675,12909,72,34,3607,197,702,1388,1912,17509
2015,37017,34.86,0,34.86,2.49,0,2.49,37.35,37.35,0,0,0,1.29,0,1.29,1.1099999999999999,2.4,7.140000000000001,7.140000000000001,0.16,0.16,2.9299999999999997,2.9299999999999997,0,0,11.51,11.51,0,0,33778,17877,13968,8649,978,20803,4798,6752,7125,6850,1556,15312,524,159,6624,334,1455,479,4697,31817
2015,37019,0,0,0,2.8,0,2.8,2.8,2.8,0,0,0,0.43,0,0.43,8.16,8.59,1.59,1.59,5.64,5.64,0.32,0.32,0,0,0.01,0.01,1.3,1.3,126860,86968,54226,16201,3430,31204,9523,37182,20621,21978,3069,23147,1136,3732,19513,971,2181,910,13788,117676
2015,37021,19.74,0,19.74,1.38,0,1.38,21.119999999999997,21.119999999999997,0,0,0,6.74,0,6.74,10.99,17.73,1.03,1.03,0.9,0.9,0.24,0.24,0,0,0,0,0.13,0.13,254474,121591,107093,30609,5203,31439,16793,48292,48313,34184,6385,41701,4665,10604,17321,3442,5428,6892,25575,250613
2015,37023,22.96,0,22.96,0.04,0,0.04,23,23,0,0,0,1.43,0,1.43,4.79,6.22,8.969999999999999,8.969999999999999,0.48000000000000004,0.48000000000000004,0.17,0.17,0,0,0,0,0.06,0.06,89712,41092,34672,15720,3728,23466,12258,17196,17402,17831,2950,16443,1343,618,10634,1192,1754,2888,10725,79997
2015,37025,11.49,0,11.49,1.02,0,1.02,12.51,12.51,0,0,0,2.65,0,2.65,11.12,13.77,1.26,1.26,0.7000000000000001,0.7000000000000001,0.28,0.28,0,0,0,0,0.5700000000000001,0.5700000000000001,201448,78093,72299,21822,6349,31050,13302,25749,52386,21234,7151,66819,4165,4367,4943,2851,3144,1599,15678,174980
2015,37027,7.11,0,7.11,0.05,0,0.05,7.16,7.16,0,0,0,1.14,0,1.14,4.550000000000001,5.69,6.79,6.79,0.6000000000000001,0.6000000000000001,0.11000000000000001,0.11000000000000001,0,0,0.23,0.23,0.03,0.03,81779,37950,32594,13405,2546,22945,11913,15466,16870,14780,2578,10167,1140,843,7215,692,1578,992,10205,70497
2015,37029,0,0,0,0.71,0,0.71,0.71,0.71,0,0,0,0.2,0,0.2,0.52,0.72,0,0,0,0,0,0,0,0,0,0,0.05,0.05,10447,4228,3836,1172,460,26951,1042,1782,2491,1402,317,2047,72,73,662,26,74,33,834,6795
2015,37031,0,0,0,6.97,0,6.97,6.97,6.97,0,0,0,0.88,0,0.88,3.9400000000000004,4.82,1.69,1.69,1.03,1.03,0.01,0.01,0,0,0.04,0.04,0,0,68920,49911,29690,7831,2159,32005,4603,16237,12414,13228,2180,9396,497,4813,9057,347,1426,1114,7669,65698
